global_step,epoch,batch,samples_seen,batch_size,train_loss,trajectory_loss,control_loss,regularization,lr,elapsed_sec
1,1,1,128,128,153.2266845703125,153.12188720703125,0.9725548624992371,0.7537611126899719,0.001,1.4508635997772217
2,1,2,256,128,148.96485900878906,148.85711669921875,1.0010734796524048,0.7622383236885071,0.001,2.8964991569519043
3,1,3,384,128,150.61685180664062,150.50634765625,1.0277694463729858,0.7715930938720703,0.001,4.34387993812561
4,1,4,512,128,154.59466552734375,154.48780822753906,0.9904708862304688,0.7818143367767334,0.001,5.7590320110321045
5,1,5,640,128,144.76820373535156,144.6708526611328,0.8939788937568665,0.7953255772590637,0.001,7.206032991409302
6,1,6,768,128,142.4597625732422,142.37857055664062,0.7309640049934387,0.8095930814743042,0.001,8.66098427772522
7,1,7,896,128,139.10586547851562,139.0403594970703,0.5725095868110657,0.8257784247398376,0.001,10.120947360992432
8,1,8,1024,128,141.53221130371094,141.49847412109375,0.2529674768447876,0.8433773517608643,0.001,11.631503582000732
9,1,9,1152,128,146.07752990722656,146.0428924560547,0.26004156470298767,0.8644070029258728,0.001,13.09973692893982
10,1,10,1280,128,140.545654296875,140.4896240234375,0.4712706506252289,0.890134871006012,0.001,14.552258729934692
11,1,11,1408,128,143.56349182128906,143.4994354248047,0.5485531687736511,0.9196681380271912,0.001,16.02324652671814
12,1,12,1536,128,127.62252807617188,127.53072357177734,0.823202908039093,0.9486441016197205,0.001,17.486287593841553
13,1,13,1664,128,136.8524932861328,136.7558135986328,0.8673076033592224,0.9955888390541077,0.001,18.9279944896698
14,1,14,1792,128,131.15740966796875,131.0679473876953,0.7903273701667786,1.044299840927124,0.001,20.35623812675476
15,1,15,1920,128,132.55615234375,132.4756622314453,0.6945745348930359,1.1039150953292847,0.001,21.800063848495483
16,1,16,2048,128,121.77212524414062,121.6990966796875,0.6122791171073914,1.1803873777389526,0.001,23.29886031150818
17,1,17,2176,128,126.1948013305664,126.12187957763672,0.6028726100921631,1.2631791830062866,0.001,24.80377197265625
18,1,18,2304,128,116.01188659667969,115.94181060791016,0.56430584192276,1.3650301694869995,0.001,26.289941549301147
19,1,19,2432,128,112.49192810058594,112.42549133300781,0.5133048892021179,1.5108065605163574,0.001,27.75776696205139
20,1,20,2560,128,98.05859375,98.01055145263672,0.3154222369194031,1.6500908136367798,0.001,29.22218418121338
21,1,21,2688,128,96.33618927001953,96.28782653808594,0.2996545732021332,1.8398222923278809,0.001,30.697587490081787
22,1,22,2816,128,83.75936126708984,83.71609497070312,0.22802232205867767,2.046243190765381,0.001,32.13325119018555
23,1,23,2944,128,70.2255859375,70.18563079833984,0.17257924377918243,2.269524097442627,0.001,33.56197547912598
24,1,24,3072,128,65.71517944335938,65.67527770996094,0.1420057862997055,2.5700716972351074,0.001,34.98949384689331
25,1,25,3200,128,50.161376953125,50.12689971923828,0.05746733769774437,2.873342990875244,0.001,36.41312766075134
26,1,26,3328,128,43.43331527709961,43.39702224731445,0.03962654247879982,3.2331013679504395,0.001,37.86461067199707
27,1,27,3456,128,38.28424072265625,38.24497604370117,0.027186239138245583,3.6546549797058105,0.001,39.280091762542725
28,1,28,3584,128,31.392484664916992,31.34855079650879,0.03067767433822155,4.086655616760254,0.001,40.694143533706665
29,1,29,3712,128,28.435903549194336,28.387575149536133,0.024191921576857567,4.590969085693359,0.001,41.95429468154907
30,1,30,3840,128,27.959623336791992,27.90563201904297,0.025681564584374428,5.142363548278809,0.001,43.19082260131836
31,1,31,3968,128,25.338205337524414,25.278568267822266,0.027608145028352737,5.687708377838135,0.001,44.42814254760742
32,1,32,4096,128,28.783414840698242,28.719045639038086,0.023173609748482704,6.205260753631592,0.001,45.65834379196167
33,1,33,4224,128,28.24114990234375,28.17206382751465,0.019099147990345955,6.717691421508789,0.001,46.90515851974487
34,1,34,4352,128,33.91022491455078,33.83534240722656,0.028348663821816444,7.20473051071167,0.001,48.13035583496094
35,1,35,4480,128,29.347780227661133,29.268287658691406,0.0247060377150774,7.7023186683654785,0.001,49.35694694519043
36,1,36,4608,128,32.41788101196289,32.332977294921875,0.022885704413056374,8.261537551879883,0.001,50.58332586288452
37,1,37,4736,128,27.20950698852539,27.1197452545166,0.019735371693968773,8.778834342956543,0.001,51.80650544166565
38,1,38,4864,128,34.71487808227539,34.6178092956543,0.03598079830408096,9.347043991088867,0.001,53.026763677597046
39,1,39,4992,128,29.542236328125,29.44031524658203,0.024345338344573975,9.94867992401123,0.001,54.26063513755798
