epoch,samples_seen,train_loss,train_trajectory_loss,train_control_loss,train_reg_loss,val_loss,val_trajectory_loss,val_control_loss,val_reg_loss,lr,elapsed_sec
1,19589,43.3358601037558,43.28026536842445,0.11434897967287666,4.4160022394997736,26.954892371830187,26.94378096178958,0.023656333792084632,0.8745912784024289,0.001,241.64851474761963
2,39178,25.65884948086429,25.650397424574024,0.02467385392829582,0.5984707883039078,25.134130741420545,25.127787533559296,0.02545403252435407,0.37977527552529383,0.001,478.4664433002472
3,58767,21.28774742646651,21.281645167957652,0.028649077018988982,0.3237325442688806,13.872747317740792,13.863870087422823,0.026398406688761162,0.623742694917478,0.001,727.7145609855652
4,78356,13.001873335280976,12.988573690513512,0.023828649572882946,1.0916780492702087,11.941470048929515,11.92689638702493,0.020491215634760203,1.2524601330882625,0.001,984.3398771286011
5,97945,11.840455318426157,11.826235839298793,0.022047987924404926,1.201468163496488,12.238324922950644,12.2249843666428,0.020382947335172884,1.1302086679559005,0.001,1243.075336933136
6,117534,10.811750789741417,10.798462709823212,0.02146115382020543,1.1141978316492849,11.946201479748675,11.93244333486808,0.021252780308714136,1.1632899014573348,0.001,1503.62837100029
7,137123,9.958137419316676,9.94522996537097,0.019927626208087745,1.0914708759103502,10.877402948705774,10.864707353867983,0.017965791992058878,1.089905233759629,0.001,1763.5416073799133
8,156712,8.924472725236571,8.912148423009105,0.019033763182724452,1.0420918433697193,9.62026732218893,9.608269958119644,0.015663977435140527,1.0431012762220282,0.001,2024.2997362613678
9,176301,8.772839428542497,8.760859325334623,0.0185941120476595,1.0120721316182768,9.071473987478958,9.059048059739565,0.018114529833454934,1.0614485113244307,0.001,2284.5446252822876
10,195890,8.269331520253962,8.256436318546147,0.01815486712042581,1.107973303113665,11.289585044509487,11.276008502433175,0.01811894900655668,1.176454782485962,0.001,2545.2117393016815
11,215479,7.875194924218314,7.862037723714655,0.017584693593928565,1.1398721345059284,9.104624359231247,9.09061829981051,0.015941024114573866,1.2412011623382568,0.001,2806.685593366623
12,235068,7.757508499281747,7.7435644323175605,0.017649739750890764,1.2179082252762534,8.14275376420272,8.129186250661549,0.015330987487686798,1.2034469372347782,0.001,3068.0374672412872
13,254657,7.4175564964096266,7.403027011202528,0.01739723120465294,1.2789767539346373,8.407609938006653,8.39202493429184,0.016436476729148507,1.394139892176578,0.001,3329.8016316890717
14,274246,6.9589275353914735,6.943404807672872,0.016871785279363394,1.3835537503292035,7.559638017102292,7.542850207341345,0.015144702862016857,1.527332698044024,0.001,3592.2628786563873
