global_step,epoch,batch,samples_seen,batch_size,train_loss,trajectory_loss,control_loss,regularization,lr,elapsed_sec
1,1,1,128,128,38.00737380981445,37.70836639404297,2.9791946411132812,0.10856864601373672,0.001,0.1365649700164795
2,1,2,256,128,27.709814071655273,27.380910873413086,3.284754514694214,0.04272962361574173,0.001,0.2750084400177002
3,1,3,384,128,23.758424758911133,23.336271286010742,4.221189498901367,0.003394948085770011,0.001,0.4142184257507324
4,1,4,512,128,26.644147872924805,26.161714553833008,4.823426246643066,0.009075326845049858,0.001,0.5529067516326904
5,1,5,640,128,27.110258102416992,26.616500854492188,4.935921669006348,0.016625206917524338,0.001,0.691805362701416
6,1,6,768,128,23.172157287597656,22.720056533813477,4.519726753234863,0.01268664188683033,0.001,0.8309192657470703
7,1,7,896,128,24.791994094848633,24.366836547851562,4.251130104064941,0.0043710763566195965,0.001,0.9718759059906006
8,1,8,1024,128,24.780479431152344,24.361289978027344,4.191389560699463,0.0049163419753313065,0.001,1.1106257438659668
9,1,9,1152,128,23.7594051361084,23.367753982543945,3.9155960083007812,0.009107501246035099,0.001,1.2508692741394043
10,1,10,1280,128,22.41117286682129,22.024944305419922,3.861464738845825,0.008291897363960743,0.001,1.3904314041137695
11,1,11,1408,128,23.856830596923828,23.461450576782227,3.952512741088867,0.012936345301568508,0.001,1.5407030582427979
12,1,12,1536,128,19.021251678466797,18.60572052001953,4.154552459716797,0.007657360751181841,0.001,1.68613600730896
13,1,13,1664,128,25.781261444091797,25.35144805908203,4.296764850616455,0.013753295876085758,0.001,1.826002836227417
14,1,14,1792,128,26.86309242248535,26.418548583984375,4.443593502044678,0.018524017184972763,0.001,1.9696216583251953
15,1,15,1920,128,30.438228607177734,29.962202072143555,4.75743293762207,0.028136534616351128,0.001,2.108534574508667
16,1,16,2048,128,23.69523048400879,23.231597900390625,4.6323676109313965,0.0397460013628006,0.001,2.2499725818634033
17,1,17,2176,128,27.242733001708984,26.788400650024414,4.539834976196289,0.0349666029214859,0.001,2.3898701667785645
18,1,18,2304,128,21.633808135986328,21.206941604614258,4.265026092529297,0.036347609013319016,0.001,2.531743049621582
19,1,19,2432,128,23.458799362182617,23.022253036499023,4.361945629119873,0.035145580768585205,0.001,2.6719934940338135
20,1,20,2560,128,24.83439826965332,24.40679168701172,4.271013259887695,0.05051109194755554,0.001,2.8161115646362305
21,1,21,2688,128,24.701223373413086,24.29387092590332,4.06901741027832,0.04492402821779251,0.001,2.960926055908203
22,1,22,2816,128,19.50595474243164,19.09686851501465,4.083811283111572,0.07058023661375046,0.001,3.1019136905670166
23,1,23,2944,128,21.199106216430664,20.785001754760742,4.134487628936768,0.06563635170459747,0.001,3.243711471557617
24,1,24,3072,128,23.353984832763672,22.91520118713379,4.380149841308594,0.07682416588068008,0.001,3.38879656791687
25,1,25,3200,128,19.109201431274414,18.666223526000977,4.419472694396973,0.10294546186923981,0.001,3.529480457305908
26,1,26,3328,128,19.0578670501709,18.63798713684082,4.187627792358398,0.11170322448015213,0.001,3.6704485416412354
27,1,27,3456,128,23.4450626373291,22.95384979248047,4.900660991668701,0.11471796035766602,0.001,3.8156516551971436
28,1,28,3584,128,20.605913162231445,20.181062698364258,4.236276626586914,0.12231218814849854,0.001,3.956862449645996
29,1,29,3712,128,19.231592178344727,18.854446411132812,3.76295804977417,0.08513110876083374,0.001,4.096982479095459
30,1,30,3840,128,18.988637924194336,18.540613174438477,4.46956729888916,0.1068636029958725,0.001,4.237882852554321
31,1,31,3968,128,26.028730392456055,25.59113883972168,4.361426830291748,0.14488236606121063,0.001,4.377820253372192
32,1,32,4096,128,28.452632904052734,28.002748489379883,4.48451042175293,0.14342938363552094,0.001,4.516576766967773
33,1,33,4224,128,18.3233585357666,17.880172729492188,4.417301654815674,0.14558598399162292,0.001,4.655773878097534
34,1,34,4352,128,16.221330642700195,15.806205749511719,4.142387390136719,0.08875200897455215,0.001,4.795668840408325
35,1,35,4480,128,20.284523010253906,19.9130802154541,3.7067742347717285,0.07655114680528641,0.001,4.935678243637085
36,1,36,4608,128,23.694908142089844,23.318092346191406,3.754392623901367,0.1377171128988266,0.001,5.075076580047607
37,1,37,4736,128,26.962005615234375,26.567848205566406,3.9289379119873047,0.12635743618011475,0.001,5.216198921203613
38,1,38,4864,128,26.07551383972168,25.67194175720215,4.02363920211792,0.12070821225643158,0.001,5.35800576210022
39,1,39,4992,128,18.096786499023438,17.641860961914062,4.53900146484375,0.10259152203798294,0.001,5.497910737991333
40,1,40,5120,128,16.316810607910156,15.893294334411621,4.22191858291626,0.13245463371276855,0.001,5.638741970062256
41,1,41,5248,128,16.095151901245117,15.656011581420898,4.381777763366699,0.09623317420482635,0.001,5.7780632972717285
42,1,42,5376,128,19.65920639038086,19.249778747558594,4.080900192260742,0.13375598192214966,0.001,5.917341709136963
43,1,43,5504,128,23.259883880615234,22.866252899169922,3.9234538078308105,0.12861455976963043,0.001,6.056255102157593
44,1,44,5632,128,20.32781410217285,19.93297576904297,3.9371163845062256,0.11265044659376144,0.001,6.195123910903931
45,1,45,5760,128,20.01018524169922,19.646772384643555,3.6236753463745117,0.10452237725257874,0.001,6.335344076156616
46,1,46,5888,128,20.476119995117188,20.110403060913086,3.647589683532715,0.09565643221139908,0.001,6.477979421615601
47,1,47,6016,128,15.268240928649902,14.901375770568848,3.6584391593933105,0.1021527647972107,0.001,6.616449356079102
48,1,48,6144,128,17.862138748168945,17.48006820678711,3.8095247745513916,0.1117863729596138,0.001,6.758436679840088
49,1,49,6272,128,21.53436279296875,21.06806182861328,4.655615329742432,0.07399654388427734,0.001,6.901525020599365
50,1,50,6400,128,18.62971305847168,18.137596130371094,4.9082255363464355,0.12943559885025024,0.001,7.040190696716309
51,1,51,6528,128,19.85842514038086,19.356103897094727,5.009637832641602,0.13571922481060028,0.001,7.183305263519287
52,1,52,6656,128,22.820575714111328,22.339183807373047,4.803486347198486,0.1042713150382042,0.001,7.322756290435791
53,1,53,6784,128,16.401315689086914,15.959173202514648,4.41412353515625,0.0731327012181282,0.001,7.462146282196045
54,1,54,6912,128,20.15690803527832,19.74496841430664,4.1080322265625,0.1136942058801651,0.001,7.601686954498291
55,1,55,7040,128,15.615226745605469,15.215285301208496,3.9870290756225586,0.12387540191411972,0.001,7.743883371353149
56,1,56,7168,128,18.5045223236084,18.126920700073242,3.766350269317627,0.09669648855924606,0.001,7.882884979248047
57,1,57,7296,128,12.64345932006836,12.260786056518555,3.8180530071258545,0.08679996430873871,0.001,8.021442174911499
58,1,58,7424,128,17.257875442504883,16.87499237060547,3.8194591999053955,0.09369037300348282,0.001,8.160369396209717
59,1,59,7552,128,18.19028091430664,17.811290740966797,3.7805447578430176,0.09356679767370224,0.001,8.300262689590454
60,1,60,7680,128,19.18012046813965,18.79197883605957,3.8710670471191406,0.10361368209123611,0.001,8.442578554153442
61,1,61,7808,128,16.867237091064453,16.492372512817383,3.738179922103882,0.10467822849750519,0.001,8.581692695617676
62,1,62,7936,128,14.749858856201172,14.395514488220215,3.5341601371765137,0.09282268583774567,0.001,8.721600770950317
63,1,63,8064,128,14.126910209655762,13.768624305725098,3.5738070011138916,0.09049839526414871,0.001,8.865386486053467
64,1,64,8192,128,23.154590606689453,22.75002098083496,4.037866592407227,0.07810886949300766,0.001,9.008877038955688
65,1,65,8320,128,15.788188934326172,15.37409782409668,4.134266376495361,0.06644495576620102,0.001,9.150296211242676
66,1,66,8448,128,16.707162857055664,16.23473358154297,4.714685916900635,0.0960814356803894,0.001,9.29079008102417
67,1,67,8576,128,13.910112380981445,13.441671371459961,4.673530578613281,0.10883381962776184,0.001,9.43205189704895
68,1,68,8704,128,15.005844116210938,14.557908058166504,4.4731316566467285,0.062314920127391815,0.001,9.575566291809082
69,1,69,8832,128,14.08511734008789,13.676661491394043,4.075430393218994,0.09125001728534698,0.001,9.715641021728516
70,1,70,8960,128,15.762988090515137,15.327742576599121,4.345095634460449,0.07359805703163147,0.001,9.857384443283081
71,1,71,9088,128,18.113140106201172,17.714500427246094,3.9766416549682617,0.09748279303312302,0.001,9.998179197311401
