global_step,epoch,batch,samples_seen,batch_size,train_loss,trajectory_loss,control_loss,regularization,lr,elapsed_sec
143,1,143,18304,128,26.133102416992188,26.11374282836914,0.027089258655905724,1.6650501489639282,0.001,188.08709597587585
144,1,144,18432,128,30.01809310913086,29.9991512298584,0.022592661902308464,1.668152093887329,0.001,189.43826246261597
145,1,145,18560,128,27.6751766204834,27.656482696533203,0.024822045117616653,1.6213023662567139,0.001,190.776442527771
146,1,146,18688,128,24.014354705810547,23.995603561401367,0.025082288309931755,1.6243139505386353,0.001,192.1262686252594
147,1,147,18816,128,28.21303367614746,28.194232940673828,0.03109905496239662,1.5691062211990356,0.001,193.47151017189026
148,1,148,18944,128,27.602096557617188,27.58453369140625,0.021583598107099533,1.540292501449585,0.001,194.77407836914062
149,1,149,19072,128,28.024410247802734,28.0063419342041,0.026904720813035965,1.537651777267456,0.001,196.08848309516907
150,1,150,19200,128,30.079267501831055,30.06143569946289,0.02451401948928833,1.5381091833114624,0.001,197.41642141342163
151,1,151,19328,128,25.256561279296875,25.238876342773438,0.022304007783532143,1.5454984903335571,0.001,198.72232866287231
152,1,152,19456,128,23.661529541015625,23.64403533935547,0.019882118329405785,1.5505863428115845,0.001,200.04376077651978
153,1,153,19584,128,35.22858810424805,35.21002960205078,0.030096981674432755,1.5548558235168457,0.001,201.38594913482666
154,1,154,19589,5,23.846763610839844,23.828624725341797,0.025869039818644524,1.555203914642334,0.001,201.56480360031128
155,2,1,19717,128,20.929353713989258,20.911849975585938,0.024158045649528503,1.5087660551071167,0.001,245.53723216056824
156,2,2,19845,128,26.063072204589844,26.045494079589844,0.023363785818219185,1.5241769552230835,0.001,246.8614513874054
157,2,3,19973,128,28.177858352661133,28.16063690185547,0.02212545834481716,1.5008305311203003,0.001,248.15614557266235
158,2,4,20101,128,22.586347579956055,22.56911277770996,0.023119255900382996,1.492339849472046,0.001,249.51378393173218
159,2,5,20229,128,23.532995223999023,23.51566505432129,0.022619424387812614,1.5068795680999756,0.001,250.835679769516
160,2,6,20357,128,22.06629180908203,22.049203872680664,0.020338568836450577,1.505437970161438,0.001,252.14695715904236
161,2,7,20485,128,26.279861450195312,26.261905670166016,0.025620779022574425,1.5393677949905396,0.001,253.48024654388428
162,2,8,20613,128,24.443851470947266,24.42578125,0.02532004751265049,1.5540053844451904,0.001,254.83681511878967
163,2,9,20741,128,25.040510177612305,25.022802352905273,0.02340027503669262,1.536737322807312,0.001,256.2189950942993
164,2,10,20869,128,28.986751556396484,28.96860122680664,0.027828603982925415,1.5367341041564941,0.001,257.52204418182373
165,2,11,20997,128,26.35484504699707,26.337209701538086,0.02151409164071083,1.5483497381210327,0.001,258.8661530017853
166,2,12,21125,128,24.179990768432617,24.162616729736328,0.02361444942653179,1.5013090372085571,0.001,260.182648897171
167,2,13,21253,128,27.37936782836914,27.362506866455078,0.021694835275411606,1.4691888093948364,0.001,261.53199195861816
168,2,14,21381,128,27.541086196899414,27.523523330688477,0.024623416364192963,1.5100828409194946,0.001,262.888845205307
169,2,15,21509,128,27.923479080200195,27.90598487854004,0.027570104226469994,1.4739004373550415,0.001,264.25396513938904
170,2,16,21637,128,27.58292007446289,27.565200805664062,0.027151653543114662,1.5003678798675537,0.001,265.610933303833
171,2,17,21765,128,25.13143539428711,25.114152908325195,0.022998027503490448,1.4982268810272217,0.001,266.96970295906067
172,2,18,21893,128,25.761341094970703,25.74358367919922,0.025089938193559647,1.5249003171920776,0.001,268.328542470932
173,2,19,22021,128,24.881986618041992,24.863605499267578,0.028733447194099426,1.5507816076278687,0.001,269.66738533973694
174,2,20,22149,128,24.086669921875,24.06841468811035,0.027958935126662254,1.5459667444229126,0.001,270.97317838668823
175,2,21,22277,128,29.241310119628906,29.22311782836914,0.029713643714785576,1.5220814943313599,0.001,272.3132104873657
176,2,22,22405,128,23.414447784423828,23.39704132080078,0.02193930372595787,1.5213323831558228,0.001,273.6327757835388
177,2,23,22533,128,28.37248420715332,28.355215072631836,0.02219661884009838,1.5048232078552246,0.001,274.9990451335907
178,2,24,22661,128,26.71775245666504,26.70005989074707,0.026315120980143547,1.5060707330703735,0.001,276.3677623271942
179,2,25,22789,128,30.814746856689453,30.796585083007812,0.029897911474108696,1.5171505212783813,0.001,277.70287227630615
180,2,26,22917,128,22.036531448364258,22.0185489654541,0.029166346415877342,1.5065630674362183,0.001,279.03706073760986
181,2,27,23045,128,22.898962020874023,22.88126564025879,0.024040628224611282,1.529245138168335,0.001,280.39644861221313
182,2,28,23173,128,27.873056411743164,27.855525970458984,0.025422075763344765,1.4988434314727783,0.001,281.67611742019653
183,2,29,23301,128,22.841222763061523,22.824108123779297,0.019759902730584145,1.5139497518539429,0.001,282.9914872646332
184,2,30,23429,128,29.340797424316406,29.323240280151367,0.024412857368588448,1.5116634368896484,0.001,284.27149081230164
185,2,31,23557,128,26.275917053222656,26.258403778076172,0.027184395119547844,1.479477047920227,0.001,285.50745606422424
186,2,32,23685,128,19.93733787536621,19.92046356201172,0.02084813453257084,1.4789067506790161,0.001,286.8407084941864
187,2,33,23813,128,29.68263053894043,29.665298461914062,0.0250773373991251,1.4824669361114502,0.001,288.16708731651306
188,2,34,23941,128,25.023427963256836,25.006641387939453,0.020654035732150078,1.4721758365631104,0.001,289.504634141922
189,2,35,24069,128,27.510845184326172,27.493886947631836,0.02364492230117321,1.4592746496200562,0.001,290.80382466316223
190,2,36,24197,128,24.04410171508789,24.027267456054688,0.023128768429160118,1.4520972967147827,0.001,292.1430094242096
191,2,37,24325,128,29.065532684326172,29.04904556274414,0.02533993124961853,1.3952885866165161,0.001,293.4037449359894
192,2,38,24453,128,28.287616729736328,28.270793914794922,0.02897038497030735,1.3924765586853027,0.001,294.6454064846039
193,2,39,24581,128,23.696313858032227,23.680145263671875,0.02396695874631405,1.3770792484283447,0.001,295.9667806625366
194,2,40,24709,128,28.467845916748047,28.45187759399414,0.02256740629673004,1.3711515665054321,0.001,297.3105139732361
195,2,41,24837,128,22.81850814819336,22.802976608276367,0.018487194553017616,1.3682581186294556,0.001,298.6478350162506
196,2,42,24965,128,28.27432632446289,28.258319854736328,0.024782953783869743,1.3527973890304565,0.001,299.93655824661255
197,2,43,25093,128,24.240537643432617,24.2241153717041,0.027927283197641373,1.3630577325820923,0.001,301.25228357315063
198,2,44,25221,128,19.98319435119629,19.967775344848633,0.020007945597171783,1.3417348861694336,0.001,302.54893350601196
199,2,45,25349,128,28.144689559936523,28.12855339050293,0.02887762524187565,1.3247976303100586,0.001,303.84908747673035
200,2,46,25477,128,29.057485580444336,29.041954040527344,0.02354597859084606,1.3178339004516602,0.001,305.14159774780273
201,2,47,25605,128,28.004308700561523,27.988723754882812,0.02587469480931759,1.2996470928192139,0.001,306.43677592277527
202,2,48,25733,128,25.29710578918457,25.28148651123047,0.024982912465929985,1.3121161460876465,0.001,307.7146146297455
203,2,49,25861,128,28.483745574951172,28.468233108520508,0.02665426768362522,1.284844994544983,0.001,309.026819229126
