global_step,epoch,batch,samples_seen,batch_size,train_loss,state_loss,control_loss,lr,elapsed_sec
42,1,42,5376,128,3.662137746810913,3.662137746810913,1.0302282571792603,0.001,0.8960080146789551
43,1,43,5504,128,3.719611644744873,3.719611644744873,0.9849298596382141,0.001,0.9133071899414062
44,1,44,5632,128,4.517422199249268,4.517422199249268,1.3234001398086548,0.001,0.9317460060119629
45,1,45,5760,128,4.546717643737793,4.546717643737793,1.4514145851135254,0.001,0.9495847225189209
46,1,46,5888,128,4.387910842895508,4.387910842895508,1.062717080116272,0.001,0.9671785831451416
47,1,47,6016,128,3.8685901165008545,3.8685901165008545,0.9243826270103455,0.001,0.9846949577331543
48,1,48,6144,128,4.621088981628418,4.621088981628418,1.395697832107544,0.001,1.002382516860962
49,1,49,6272,128,3.591790199279785,3.591790199279785,1.2684248685836792,0.001,1.0198304653167725
50,1,50,6400,128,3.3978185653686523,3.3978185653686523,1.2204376459121704,0.001,1.0373823642730713
51,1,51,6528,128,3.7517430782318115,3.7517430782318115,1.1801565885543823,0.001,1.0553646087646484
52,1,52,6656,128,3.720980167388916,3.720980167388916,1.3553471565246582,0.001,1.0730664730072021
53,1,53,6784,128,3.764927387237549,3.764927387237549,1.2821952104568481,0.001,1.0907058715820312
54,1,54,6912,128,3.9340660572052,3.9340660572052,0.9803590178489685,0.001,1.1080741882324219
55,1,55,7040,128,3.876962423324585,3.876962423324585,0.7991988062858582,0.001,1.1261694431304932
56,1,56,7168,128,3.2883400917053223,3.2883400917053223,1.069790005683899,0.001,1.1441915035247803
57,1,57,7296,128,3.4929521083831787,3.4929521083831787,0.7569547891616821,0.001,1.1614062786102295
58,1,58,7424,128,3.7497637271881104,3.7497637271881104,0.9693829417228699,0.001,1.178802490234375
59,1,59,7552,128,3.1771013736724854,3.1771013736724854,0.9437087178230286,0.001,1.1973137855529785
60,1,60,7680,128,4.370123863220215,4.370123863220215,0.9354162812232971,0.001,1.214940071105957
61,1,61,7808,128,3.773866891860962,3.773866891860962,1.034375786781311,0.001,1.2322578430175781
62,1,62,7936,128,3.5664761066436768,3.5664761066436768,1.0409523248672485,0.001,1.2498986721038818
63,1,63,8064,128,3.872654438018799,3.872654438018799,0.8030176162719727,0.001,1.2683453559875488
64,1,64,8192,128,3.954768657684326,3.954768657684326,0.8105631470680237,0.001,1.2860636711120605
65,1,65,8320,128,3.397428512573242,3.397428512573242,0.958753764629364,0.001,1.3034825325012207
66,1,66,8448,128,3.051029920578003,3.051029920578003,0.8209538459777832,0.001,1.321563482284546
67,1,67,8576,128,3.7257423400878906,3.7257423400878906,1.2623519897460938,0.001,1.3393573760986328
68,1,68,8704,128,3.5148942470550537,3.5148942470550537,1.1005113124847412,0.001,1.3571491241455078
69,1,69,8832,128,3.342477560043335,3.342477560043335,1.0098870992660522,0.001,1.3748393058776855
70,1,70,8960,128,4.02931022644043,4.02931022644043,0.9295269846916199,0.001,1.3930680751800537
71,1,71,9088,128,3.9777684211730957,3.9777684211730957,1.5089105367660522,0.001,1.4108898639678955
72,1,72,9216,128,3.5417819023132324,3.5417819023132324,0.9152592420578003,0.001,1.4283761978149414
73,1,73,9344,128,3.3166894912719727,3.3166894912719727,0.7892352342605591,0.001,1.4458582401275635
74,1,74,9472,128,3.440049886703491,3.440049886703491,0.8696150779724121,0.001,1.4643440246582031
75,1,75,9600,128,3.161604881286621,3.161604881286621,1.3295714855194092,0.001,1.4818549156188965
76,1,76,9728,128,3.1208441257476807,3.1208441257476807,0.9736523628234863,0.001,1.4990496635437012
77,1,77,9856,128,3.071002960205078,3.071002960205078,1.0730955600738525,0.001,1.5163140296936035
78,1,78,9984,128,2.8698196411132812,2.8698196411132812,0.8022125959396362,0.001,1.5344045162200928
79,1,79,10112,128,3.1695470809936523,3.1695470809936523,0.9892609119415283,0.001,1.5518643856048584
80,1,80,10240,128,3.7174370288848877,3.7174370288848877,1.1672155857086182,0.001,1.5691642761230469
81,1,81,10368,128,2.802844762802124,2.802844762802124,0.8281248211860657,0.001,1.5867669582366943
82,1,82,10496,128,3.025031328201294,3.025031328201294,1.191771149635315,0.001,1.6045284271240234
83,1,83,10624,128,3.1942522525787354,3.1942522525787354,0.9113226532936096,0.001,1.6217305660247803
84,1,84,10752,128,2.8617477416992188,2.8617477416992188,1.8164502382278442,0.001,1.6390416622161865
85,1,85,10880,128,3.1596343517303467,3.1596343517303467,1.1426130533218384,0.001,1.6566998958587646
86,1,86,11008,128,2.4022018909454346,2.4022018909454346,1.0722440481185913,0.001,1.6746068000793457
87,1,87,11136,128,3.1773364543914795,3.1773364543914795,0.9430564641952515,0.001,1.6920726299285889
88,1,88,11264,128,3.077950954437256,3.077950954437256,0.8419097661972046,0.001,1.7092959880828857
89,1,89,11392,128,2.8165664672851562,2.8165664672851562,1.4401624202728271,0.001,1.7272374629974365
90,1,90,11520,128,2.9110331535339355,2.9110331535339355,0.9150073528289795,0.001,1.7447521686553955
91,1,91,11648,128,2.4478185176849365,2.4478185176849365,1.1196959018707275,0.001,1.761908769607544
92,1,92,11776,128,2.831409215927124,2.831409215927124,1.3864644765853882,0.001,1.779327154159546
93,1,93,11904,128,2.350562334060669,2.350562334060669,1.3390378952026367,0.001,1.7972311973571777
94,1,94,12032,128,2.5242934226989746,2.5242934226989746,0.9040570259094238,0.001,1.8150134086608887
95,1,95,12160,128,3.12039852142334,3.12039852142334,0.8527616858482361,0.001,1.8320236206054688
96,1,96,12288,128,3.12981915473938,3.12981915473938,1.1272584199905396,0.001,1.8491077423095703
97,1,97,12416,128,2.479940176010132,2.479940176010132,1.091940999031067,0.001,1.8670685291290283
98,1,98,12544,128,2.5191705226898193,2.5191705226898193,0.8970168232917786,0.001,1.8845782279968262
99,1,99,12672,128,2.658622980117798,2.658622980117798,0.9890929460525513,0.001,1.9018828868865967
100,1,100,12800,128,2.253424644470215,2.253424644470215,0.9222135543823242,0.001,1.9191205501556396
101,1,101,12928,128,2.9084103107452393,2.9084103107452393,1.3769843578338623,0.001,1.936821460723877
102,1,102,13056,128,3.18963360786438,3.18963360786438,0.7677047848701477,0.001,1.9539215564727783
103,1,103,13184,128,2.584744930267334,2.584744930267334,0.9963576197624207,0.001,1.9708027839660645
104,1,104,13312,128,3.0225536823272705,3.0225536823272705,0.983920693397522,0.001,1.9885172843933105
105,1,105,13440,128,2.590043306350708,2.590043306350708,1.1049304008483887,0.001,2.0061023235321045
106,1,106,13568,128,2.477383613586426,2.477383613586426,1.1372841596603394,0.001,2.023268461227417
107,1,107,13696,128,2.5662851333618164,2.5662851333618164,0.9025149941444397,0.001,2.0403764247894287
108,1,108,13824,128,2.309373378753662,2.309373378753662,1.4836210012435913,0.001,2.0576236248016357
109,1,109,13952,128,2.8082234859466553,2.8082234859466553,1.2676196098327637,0.001,2.075141429901123
110,1,110,14080,128,2.68277645111084,2.68277645111084,1.2495346069335938,0.001,2.092801570892334
111,1,111,14208,128,2.435472249984741,2.435472249984741,1.0013800859451294,0.001,2.1101016998291016
112,1,112,14336,128,2.0908915996551514,2.0908915996551514,1.1918200254440308,0.001,2.1277544498443604
113,1,113,14464,128,2.4770772457122803,2.4770772457122803,1.3159794807434082,0.001,2.1454286575317383
114,1,114,14592,128,2.542593240737915,2.542593240737915,1.0676366090774536,0.001,2.1625146865844727
115,1,115,14720,128,2.3279640674591064,2.3279640674591064,1.0131795406341553,0.001,2.179882287979126
116,1,116,14848,128,2.9356303215026855,2.9356303215026855,1.1376196146011353,0.001,2.198460340499878
117,1,117,14976,128,2.449542760848999,2.449542760848999,1.2826939821243286,0.001,2.216315746307373
118,1,118,15104,128,2.602895498275757,2.602895498275757,1.2094210386276245,0.001,2.233860731124878
119,1,119,15232,128,2.2078728675842285,2.2078728675842285,1.2797186374664307,0.001,2.250981330871582
120,1,120,15360,128,2.5179381370544434,2.5179381370544434,1.0881637334823608,0.001,2.2692301273345947
121,1,121,15488,128,2.400474786758423,2.400474786758423,1.3008865118026733,0.001,2.286573886871338
122,1,122,15616,128,2.2196202278137207,2.2196202278137207,1.21235191822052,0.001,2.303903102874756
123,1,123,15744,128,2.8109121322631836,2.8109121322631836,1.0315089225769043,0.001,2.321714401245117
124,1,124,15872,128,2.359652280807495,2.359652280807495,1.306445598602295,0.001,2.339273452758789
125,1,125,16000,128,2.396186351776123,2.396186351776123,1.2013626098632812,0.001,2.3564553260803223
126,1,126,16128,128,2.3874034881591797,2.3874034881591797,1.2214410305023193,0.001,2.373401641845703
127,1,127,16256,128,2.5022122859954834,2.5022122859954834,1.0349584817886353,0.001,2.3907201290130615
128,1,128,16384,128,2.392613410949707,2.392613410949707,1.2621848583221436,0.001,2.4086577892303467
129,1,129,16512,128,1.9947482347488403,1.9947482347488403,0.9571656584739685,0.001,2.4264752864837646
130,1,130,16640,128,2.494079113006592,2.494079113006592,1.2881606817245483,0.001,2.443735122680664
131,1,131,16768,128,2.0021491050720215,2.0021491050720215,1.0676289796829224,0.001,2.461379289627075
132,1,132,16896,128,2.3308804035186768,2.3308804035186768,1.1409931182861328,0.001,2.4790077209472656
133,1,133,17024,128,2.4034340381622314,2.4034340381622314,1.0056517124176025,0.001,2.496033191680908
134,1,134,17152,128,2.069610357284546,2.069610357284546,0.9057816863059998,0.001,2.5135505199432373
135,1,135,17280,128,1.864030361175537,1.864030361175537,0.8039667010307312,0.001,2.5316355228424072
136,1,136,17408,128,2.0178983211517334,2.0178983211517334,0.9891394376754761,0.001,2.5492186546325684
137,1,137,17536,128,2.03775691986084,2.03775691986084,1.0718719959259033,0.001,2.566249132156372
138,1,138,17664,128,2.377933979034424,2.377933979034424,0.9642777442932129,0.001,2.5836873054504395
139,1,139,17792,128,2.3507022857666016,2.3507022857666016,1.338118553161621,0.001,2.601133108139038
140,1,140,17920,128,2.5020511150360107,2.5020511150360107,1.1114771366119385,0.001,2.618709087371826
141,1,141,18048,128,2.476820707321167,2.476820707321167,1.2555009126663208,0.001,2.635997772216797
142,1,142,18176,128,2.727327585220337,2.727327585220337,1.2043099403381348,0.001,2.653198719024658
143,1,143,18304,128,2.4605231285095215,2.4605231285095215,0.8858944177627563,0.001,2.671408176422119
144,1,144,18432,128,2.5268826484680176,2.5268826484680176,1.2413334846496582,0.001,2.6888182163238525
145,1,145,18560,128,2.0103936195373535,2.0103936195373535,0.8268780708312988,0.001,2.705838203430176
146,1,146,18688,128,2.3228137493133545,2.3228137493133545,0.700329601764679,0.001,2.723480701446533
147,1,147,18816,128,2.024998426437378,2.024998426437378,1.2060545682907104,0.001,2.741562843322754
148,1,148,18944,128,2.4964146614074707,2.4964146614074707,1.0572751760482788,0.001,2.759035348892212
149,1,149,19072,128,2.760146141052246,2.760146141052246,1.1372581720352173,0.001,2.776210308074951
150,1,150,19200,128,2.3428280353546143,2.3428280353546143,1.136919379234314,0.001,2.7936151027679443
151,1,151,19328,128,2.4656894207000732,2.4656894207000732,1.1079930067062378,0.001,2.810999631881714
152,1,152,19456,128,2.435555934906006,2.435555934906006,1.5074869394302368,0.001,2.8284525871276855
153,1,153,19584,128,2.421947717666626,2.421947717666626,1.004546880722046,0.001,2.8455986976623535
154,1,154,19589,5,4.306288242340088,4.306288242340088,0.9549117684364319,0.001,2.848236560821533
155,2,1,19717,128,2.134422779083252,2.134422779083252,0.8473356366157532,0.001,3.597827672958374
156,2,2,19845,128,2.314480781555176,2.314480781555176,1.0469118356704712,0.001,3.6163418292999268
157,2,3,19973,128,1.7897576093673706,1.7897576093673706,1.2590135335922241,0.001,3.6343679428100586
158,2,4,20101,128,2.1768410205841064,2.1768410205841064,0.9961217641830444,0.001,3.6522293090820312
159,2,5,20229,128,2.7244279384613037,2.7244279384613037,1.7074633836746216,0.001,3.670485019683838
160,2,6,20357,128,2.8302948474884033,2.8302948474884033,0.9629186987876892,0.001,3.687964677810669
161,2,7,20485,128,2.2932159900665283,2.2932159900665283,1.1363006830215454,0.001,3.7056753635406494
162,2,8,20613,128,2.164764642715454,2.164764642715454,0.9569029808044434,0.001,3.7233057022094727
163,2,9,20741,128,2.217986822128296,2.217986822128296,1.1950018405914307,0.001,3.7419164180755615
164,2,10,20869,128,1.9886219501495361,1.9886219501495361,0.8389005064964294,0.001,3.759572744369507
165,2,11,20997,128,2.1920759677886963,2.1920759677886963,0.9488067030906677,0.001,3.777029514312744
166,2,12,21125,128,1.9140154123306274,1.9140154123306274,0.8647266030311584,0.001,3.7945632934570312
167,2,13,21253,128,2.689358711242676,2.689358711242676,1.6155893802642822,0.001,3.8130111694335938
168,2,14,21381,128,2.3285462856292725,2.3285462856292725,1.1635817289352417,0.001,3.830512285232544
169,2,15,21509,128,2.263692617416382,2.263692617416382,1.0992014408111572,0.001,3.847879648208618
170,2,16,21637,128,2.0929362773895264,2.0929362773895264,0.8356873989105225,0.001,3.8656485080718994
171,2,17,21765,128,2.6077141761779785,2.6077141761779785,0.7918868064880371,0.001,3.883437395095825
172,2,18,21893,128,2.481917142868042,2.481917142868042,0.9957675337791443,0.001,3.901034116744995
173,2,19,22021,128,2.5379817485809326,2.5379817485809326,0.8722253441810608,0.001,3.918447732925415
174,2,20,22149,128,3.065119504928589,3.065119504928589,0.7961969375610352,0.001,3.9366846084594727
175,2,21,22277,128,2.1307742595672607,2.1307742595672607,0.8865067958831787,0.001,3.9542908668518066
176,2,22,22405,128,2.267037868499756,2.267037868499756,0.810619592666626,0.001,3.9718728065490723
177,2,23,22533,128,2.8052849769592285,2.8052849769592285,1.126213550567627,0.001,3.9887869358062744
178,2,24,22661,128,2.684525489807129,2.684525489807129,0.9063531756401062,0.001,4.006420850753784
179,2,25,22789,128,2.324659585952759,2.324659585952759,1.09015691280365,0.001,4.024198055267334
180,2,26,22917,128,2.8393259048461914,2.8393259048461914,1.045423984527588,0.001,4.041435956954956
181,2,27,23045,128,2.5960381031036377,2.5960381031036377,1.020224690437317,0.001,4.058635473251343
182,2,28,23173,128,2.3951256275177,2.3951256275177,1.1564090251922607,0.001,4.076610088348389
183,2,29,23301,128,1.876934289932251,1.876934289932251,1.1141785383224487,0.001,4.094053745269775
184,2,30,23429,128,2.2645835876464844,2.2645835876464844,0.8091428875923157,0.001,4.111300945281982
185,2,31,23557,128,2.559692621231079,2.559692621231079,0.9811392426490784,0.001,4.12916111946106
186,2,32,23685,128,2.161957025527954,2.161957025527954,1.3139102458953857,0.001,4.147046327590942
187,2,33,23813,128,2.1944692134857178,2.1944692134857178,1.1718592643737793,0.001,4.164738416671753
188,2,34,23941,128,1.97213613986969,1.97213613986969,1.1157450675964355,0.001,4.181969404220581
189,2,35,24069,128,2.747908353805542,2.747908353805542,1.1713966131210327,0.001,4.19974422454834
190,2,36,24197,128,1.7579474449157715,1.7579474449157715,0.8542718887329102,0.001,4.217722654342651
191,2,37,24325,128,2.3021481037139893,2.3021481037139893,1.1971936225891113,0.001,4.23555326461792
192,2,38,24453,128,2.275083541870117,2.275083541870117,1.6082266569137573,0.001,4.253266096115112
193,2,39,24581,128,2.3839468955993652,2.3839468955993652,1.1167547702789307,0.001,4.272830247879028
194,2,40,24709,128,3.1518537998199463,3.1518537998199463,0.9529363512992859,0.001,4.291484832763672
195,2,41,24837,128,2.5806126594543457,2.5806126594543457,1.163949728012085,0.001,4.309577226638794
196,2,42,24965,128,2.469846248626709,2.469846248626709,0.9245986342430115,0.001,4.327531814575195
197,2,43,25093,128,2.318953514099121,2.318953514099121,0.9733172655105591,0.001,4.345583915710449
198,2,44,25221,128,2.2017815113067627,2.2017815113067627,1.457387089729309,0.001,4.363249063491821
199,2,45,25349,128,2.1692311763763428,2.1692311763763428,0.9258183836936951,0.001,4.380922317504883
200,2,46,25477,128,1.7124072313308716,1.7124072313308716,0.8619672060012817,0.001,4.399121999740601
201,2,47,25605,128,1.9811720848083496,1.9811720848083496,0.9906526803970337,0.001,4.417132377624512
202,2,48,25733,128,2.129216432571411,2.129216432571411,0.8784291744232178,0.001,4.43488883972168
203,2,49,25861,128,2.3962907791137695,2.3962907791137695,0.817698061466217,0.001,4.452865839004517
204,2,50,25989,128,1.983030080795288,1.983030080795288,1.0438637733459473,0.001,4.470964431762695
205,2,51,26117,128,2.0163979530334473,2.0163979530334473,0.7032439112663269,0.001,4.488786220550537
206,2,52,26245,128,2.510873317718506,2.510873317718506,1.143944501876831,0.001,4.5061681270599365
207,2,53,26373,128,2.00942063331604,2.00942063331604,1.0857362747192383,0.001,4.523393154144287
208,2,54,26501,128,2.332947015762329,2.332947015762329,1.0888121128082275,0.001,4.54187536239624
209,2,55,26629,128,2.291003704071045,2.291003704071045,1.0328037738800049,0.001,4.559679985046387
210,2,56,26757,128,1.8253226280212402,1.8253226280212402,1.2398808002471924,0.001,4.577499628067017
211,2,57,26885,128,1.913696527481079,1.913696527481079,1.1402815580368042,0.001,4.595197439193726
212,2,58,27013,128,2.133641004562378,2.133641004562378,1.2885463237762451,0.001,4.613159656524658
213,2,59,27141,128,2.433511734008789,2.433511734008789,1.0638010501861572,0.001,4.630457878112793
214,2,60,27269,128,2.3233542442321777,2.3233542442321777,0.9193284511566162,0.001,4.647879362106323
215,2,61,27397,128,2.226229190826416,2.226229190826416,1.0540131330490112,0.001,4.665913105010986
216,2,62,27525,128,1.7578784227371216,1.7578784227371216,0.9324177503585815,0.001,4.683869361877441
217,2,63,27653,128,2.1107568740844727,2.1107568740844727,1.2376595735549927,0.001,4.701667547225952
218,2,64,27781,128,2.0300862789154053,2.0300862789154053,1.4699382781982422,0.001,4.719549179077148
219,2,65,27909,128,2.1518466472625732,2.1518466472625732,0.9969879388809204,0.001,4.737455368041992
220,2,66,28037,128,2.7046236991882324,2.7046236991882324,0.8415557742118835,0.001,4.755433797836304
221,2,67,28165,128,2.6406753063201904,2.6406753063201904,1.1245914697647095,0.001,4.773030519485474
222,2,68,28293,128,2.465524435043335,2.465524435043335,0.8457814455032349,0.001,4.790495872497559
223,2,69,28421,128,2.206435441970825,2.206435441970825,0.9407327771186829,0.001,4.808586835861206
224,2,70,28549,128,2.3564436435699463,2.3564436435699463,0.9235132336616516,0.001,4.826457977294922
225,2,71,28677,128,1.8917820453643799,1.8917820453643799,0.7748860716819763,0.001,4.844204425811768
226,2,72,28805,128,2.213763952255249,2.213763952255249,0.9714788198471069,0.001,4.861669540405273
227,2,73,28933,128,2.1145317554473877,2.1145317554473877,1.153920292854309,0.001,4.879951238632202
228,2,74,29061,128,2.1662144660949707,2.1662144660949707,1.1642391681671143,0.001,4.89768123626709
229,2,75,29189,128,2.1470565795898438,2.1470565795898438,1.1961926221847534,0.001,4.915355443954468
230,2,76,29317,128,1.990025281906128,1.990025281906128,0.9011560082435608,0.001,4.93329381942749
231,2,77,29445,128,2.037229537963867,2.037229537963867,1.3964613676071167,0.001,4.9510602951049805
232,2,78,29573,128,2.7573580741882324,2.7573580741882324,0.8649721741676331,0.001,4.9685378074646
233,2,79,29701,128,2.1029133796691895,2.1029133796691895,0.8642539381980896,0.001,4.98631477355957
234,2,80,29829,128,1.80003023147583,1.80003023147583,1.0600959062576294,0.001,5.0041139125823975
235,2,81,29957,128,2.224905252456665,2.224905252456665,0.9852411150932312,0.001,5.02196192741394
236,2,82,30085,128,2.038339853286743,2.038339853286743,1.0242401361465454,0.001,5.039257526397705
237,2,83,30213,128,2.186042547225952,2.186042547225952,0.8006877303123474,0.001,5.056373357772827
238,2,84,30341,128,2.2932701110839844,2.2932701110839844,1.5098944902420044,0.001,5.074183702468872
239,2,85,30469,128,2.077571153640747,2.077571153640747,1.5105048418045044,0.001,5.091877460479736
240,2,86,30597,128,2.2392239570617676,2.2392239570617676,1.3114080429077148,0.001,5.109378337860107
241,2,87,30725,128,1.5470283031463623,1.5470283031463623,1.3790311813354492,0.001,5.126924991607666
242,2,88,30853,128,2.331393241882324,2.331393241882324,0.9895767569541931,0.001,5.145263671875
243,2,89,30981,128,2.3067734241485596,2.3067734241485596,1.2811650037765503,0.001,5.163088798522949
244,2,90,31109,128,1.68263578414917,1.68263578414917,1.4706562757492065,0.001,5.180702209472656
245,2,91,31237,128,2.1290128231048584,2.1290128231048584,0.916180431842804,0.001,5.199366569519043
246,2,92,31365,128,2.2434425354003906,2.2434425354003906,1.1396104097366333,0.001,5.217696189880371
247,2,93,31493,128,2.34152889251709,2.34152889251709,0.8851025700569153,0.001,5.235500812530518
248,2,94,31621,128,2.332578420639038,2.332578420639038,1.0396435260772705,0.001,5.253435373306274
249,2,95,31749,128,1.8673968315124512,1.8673968315124512,1.1095235347747803,0.001,5.272050619125366
250,2,96,31877,128,2.228553533554077,2.228553533554077,0.9502341747283936,0.001,5.290003299713135
251,2,97,32005,128,1.6068096160888672,1.6068096160888672,1.6804249286651611,0.001,5.307718753814697
252,2,98,32133,128,2.2361643314361572,2.2361643314361572,1.4998159408569336,0.001,5.324915647506714
253,2,99,32261,128,1.9497509002685547,1.9497509002685547,0.9907000064849854,0.001,5.342686414718628
254,2,100,32389,128,1.6260970830917358,1.6260970830917358,1.0053151845932007,0.001,5.360403060913086
255,2,101,32517,128,2.055492877960205,2.055492877960205,1.3390353918075562,0.001,5.377880096435547
256,2,102,32645,128,1.9779865741729736,1.9779865741729736,1.2111399173736572,0.001,5.39515233039856
257,2,103,32773,128,1.5536575317382812,1.5536575317382812,0.8493892550468445,0.001,5.413804531097412
258,2,104,32901,128,2.3301358222961426,2.3301358222961426,1.187383770942688,0.001,5.431609153747559
259,2,105,33029,128,2.484682559967041,2.484682559967041,0.8286135792732239,0.001,5.44915246963501
260,2,106,33157,128,2.1550872325897217,2.1550872325897217,1.0915663242340088,0.001,5.4668357372283936
261,2,107,33285,128,2.5891571044921875,2.5891571044921875,1.2086448669433594,0.001,5.484618663787842
262,2,108,33413,128,2.1031482219696045,2.1031482219696045,1.306831955909729,0.001,5.5022101402282715
263,2,109,33541,128,2.664740800857544,2.664740800857544,0.9541296362876892,0.001,5.519885778427124
264,2,110,33669,128,2.0651638507843018,2.0651638507843018,1.0339677333831787,0.001,5.537474870681763
265,2,111,33797,128,1.86162531375885,1.86162531375885,1.0475678443908691,0.001,5.555193901062012
266,2,112,33925,128,2.1060330867767334,2.1060330867767334,1.3754920959472656,0.001,5.572523832321167
267,2,113,34053,128,1.9704335927963257,1.9704335927963257,1.0570499897003174,0.001,5.589919090270996
268,2,114,34181,128,2.238879442214966,2.238879442214966,1.3133209943771362,0.001,5.6078150272369385
269,2,115,34309,128,1.7756710052490234,1.7756710052490234,1.409247636795044,0.001,5.625733375549316
270,2,116,34437,128,2.1099727153778076,2.1099727153778076,1.0794297456741333,0.001,5.643075704574585
271,2,117,34565,128,1.7491157054901123,1.7491157054901123,0.852175235748291,0.001,5.6602396965026855
272,2,118,34693,128,2.4356329441070557,2.4356329441070557,0.9241056442260742,0.001,5.678761959075928
273,2,119,34821,128,2.321622371673584,2.321622371673584,0.8737438917160034,0.001,5.696388006210327
274,2,120,34949,128,1.8439785242080688,1.8439785242080688,0.855491578578949,0.001,5.713766813278198
275,2,121,35077,128,1.816306233406067,1.816306233406067,1.0402247905731201,0.001,5.731997013092041
276,2,122,35205,128,2.27223801612854,2.27223801612854,1.0230952501296997,0.001,5.749763250350952
277,2,123,35333,128,2.0976948738098145,2.0976948738098145,1.1403987407684326,0.001,5.767321348190308
278,2,124,35461,128,1.830708622932434,1.830708622932434,1.199802041053772,0.001,5.785115003585815
279,2,125,35589,128,2.3188934326171875,2.3188934326171875,1.1221022605895996,0.001,5.802351236343384
280,2,126,35717,128,1.7532137632369995,1.7532137632369995,1.019942045211792,0.001,5.8200671672821045
281,2,127,35845,128,2.4227747917175293,2.4227747917175293,1.628038763999939,0.001,5.837340593338013
282,2,128,35973,128,2.4266607761383057,2.4266607761383057,1.0004925727844238,0.001,5.854735612869263
