global_step,epoch,batch,samples_seen,batch_size,train_loss,state_loss,control_loss,lr,elapsed_sec
1,1,1,128,128,6.833112716674805,6.833112716674805,1.090451717376709,0.001,0.15662169456481934
2,1,2,256,128,6.888306140899658,6.888306140899658,1.035068154335022,0.001,0.1768813133239746
3,1,3,384,128,6.015163421630859,6.015163421630859,0.8626413941383362,0.001,0.1951007843017578
4,1,4,512,128,6.504220962524414,6.504220962524414,0.9377126097679138,0.001,0.21299481391906738
5,1,5,640,128,6.5284271240234375,6.5284271240234375,1.1387466192245483,0.001,0.23171305656433105
6,1,6,768,128,6.508218765258789,6.508218765258789,0.9543821215629578,0.001,0.25073814392089844
7,1,7,896,128,6.935147762298584,6.935147762298584,0.9371923804283142,0.001,0.26865434646606445
8,1,8,1024,128,6.511719703674316,6.511719703674316,1.0662533044815063,0.001,0.29027867317199707
9,1,9,1152,128,5.997569561004639,5.997569561004639,1.0057412385940552,0.001,0.31032752990722656
10,1,10,1280,128,6.134877681732178,6.134877681732178,1.2994574308395386,0.001,0.3285634517669678
11,1,11,1408,128,6.357707500457764,6.357707500457764,1.0034233331680298,0.001,0.34601783752441406
12,1,12,1536,128,5.843254089355469,5.843254089355469,1.1429136991500854,0.001,0.36318230628967285
13,1,13,1664,128,6.173311233520508,6.173311233520508,1.0608736276626587,0.001,0.38030290603637695
14,1,14,1792,128,6.416987895965576,6.416987895965576,1.0426925420761108,0.001,0.3987452983856201
15,1,15,1920,128,7.909553050994873,7.909553050994873,1.0711066722869873,0.001,0.4163398742675781
16,1,16,2048,128,6.789433479309082,6.789433479309082,0.7110838890075684,0.001,0.43346619606018066
17,1,17,2176,128,5.941642761230469,5.941642761230469,1.2350223064422607,0.001,0.4514150619506836
18,1,18,2304,128,5.328039646148682,5.328039646148682,1.3124920129776,0.001,0.4694240093231201
19,1,19,2432,128,6.246850490570068,6.246850490570068,1.087064266204834,0.001,0.48705291748046875
20,1,20,2560,128,5.40047550201416,5.40047550201416,0.9993608593940735,0.001,0.504570484161377
21,1,21,2688,128,5.0095977783203125,5.0095977783203125,1.244738221168518,0.001,0.5225026607513428
22,1,22,2816,128,5.241297721862793,5.241297721862793,1.2929493188858032,0.001,0.540503740310669
23,1,23,2944,128,5.343543529510498,5.343543529510498,0.7362307906150818,0.001,0.5583925247192383
24,1,24,3072,128,5.168879508972168,5.168879508972168,0.8537142276763916,0.001,0.5759098529815674
25,1,25,3200,128,4.8000102043151855,4.8000102043151855,1.0842705965042114,0.001,0.5944805145263672
26,1,26,3328,128,5.083662986755371,5.083662986755371,1.0455888509750366,0.001,0.6128835678100586
27,1,27,3456,128,4.604133605957031,4.604133605957031,1.3442602157592773,0.001,0.6306378841400146
28,1,28,3584,128,5.554902076721191,5.554902076721191,1.0355181694030762,0.001,0.6482760906219482
29,1,29,3712,128,4.097929954528809,4.097929954528809,1.4358352422714233,0.001,0.6667096614837646
30,1,30,3840,128,3.9322586059570312,3.9322586059570312,0.822032630443573,0.001,0.6843891143798828
31,1,31,3968,128,4.9503374099731445,4.9503374099731445,1.530460238456726,0.001,0.7020828723907471
32,1,32,4096,128,4.482378959655762,4.482378959655762,0.9487506151199341,0.001,0.7198517322540283
33,1,33,4224,128,4.361956596374512,4.361956596374512,1.0632662773132324,0.001,0.7377405166625977
34,1,34,4352,128,3.998169183731079,3.998169183731079,1.3471297025680542,0.001,0.755230188369751
35,1,35,4480,128,4.085958480834961,4.085958480834961,1.1340268850326538,0.001,0.7726285457611084
36,1,36,4608,128,4.42287540435791,4.42287540435791,0.7540769577026367,0.001,0.7902171611785889
37,1,37,4736,128,4.347591400146484,4.347591400146484,0.8176659345626831,0.001,0.8081815242767334
38,1,38,4864,128,4.704163074493408,4.704163074493408,1.4496697187423706,0.001,0.8259255886077881
39,1,39,4992,128,4.0939741134643555,4.0939741134643555,1.0278838872909546,0.001,0.8431549072265625
40,1,40,5120,128,4.122509479522705,4.122509479522705,0.9338329434394836,0.001,0.8611164093017578
41,1,41,5248,128,4.099656105041504,4.099656105041504,1.6298704147338867,0.001,0.8786740303039551
