epoch,samples_seen,train_loss,train_state_loss,train_control_loss,val_loss,val_state_loss,val_control_loss,lr,elapsed_sec
1,19589,3.61032072832058,3.61032072832058,1.0888368131278396,2.5848379746863714,2.5848379746863714,0.7591859282631623,0.001,3.4436986446380615
2,39178,2.1765171715191434,2.1765171715191434,1.0962380805572907,2.4120796856127287,2.4120796856127287,0.7591528944475087,0.001,6.886939764022827
3,58767,1.9783024814995853,1.9783024814995853,1.089190298086637,1.778783950366472,1.778783950366472,0.75915303600854,0.001,10.334915161132812
4,78356,1.7603748107885386,1.7603748107885386,1.0862229110358597,2.4754676254172074,2.4754676254172074,0.75915303600854,0.001,13.726635456085205
5,97945,1.672051819113942,1.672051819113942,1.0834265668670853,1.7785673706155074,1.7785673706155074,0.75915303600854,0.001,17.117640256881714
6,117534,1.4553051765088911,1.4553051765088911,1.0888944798475737,1.530458988719865,1.530458988719865,0.75915303600854,0.001,20.52652883529663
7,137123,1.297171366679204,1.297171366679204,1.0854781448067008,1.3548052365842618,1.3548052365842618,0.75915303600854,0.001,23.915584564208984
8,156712,1.2097356632932441,1.2097356632932441,1.0877361483388133,1.7722409398932206,1.7722409398932206,0.75915303600854,0.001,27.293809175491333
9,176301,1.1527754962444305,1.1527754962444305,1.084111901846799,1.2496046984666271,1.2496046984666271,0.75915303600854,0.001,30.675823211669922
10,195890,1.1774193543892402,1.1774193543892402,1.085894229350152,1.3865202845711457,1.3865202845711457,0.75915303600854,0.001,34.04698348045349
11,215479,1.1843519559154263,1.1843519559154263,1.1104879878558123,1.1215655242926197,1.1215655242926197,0.75915303600854,0.001,37.40279674530029
12,235068,1.1141839147388162,1.1141839147388162,1.0834135815694734,1.0416336824235164,1.0416336824235164,0.75915303600854,0.001,40.743186235427856
13,254657,1.0417125357629418,1.0417125357629418,1.0839512046281394,1.0904978674493337,1.0904978674493337,0.75915303600854,0.001,44.127304553985596
14,274246,0.991480843200312,0.991480843200312,1.0855967201195753,1.1442097398011308,1.1442097398011308,0.75915303600854,0.001,47.514389753341675
15,293835,0.9029414984699967,0.9029414984699967,1.1128315813355631,1.0204862250309241,1.0204862250309241,0.75915303600854,0.001,50.930753231048584
16,313424,0.8603032273905618,0.8603032273905618,1.0842693556438794,1.0365740803903656,1.0365740803903656,0.75915303600854,0.001,54.32058620452881
17,333013,0.7990929244400619,0.7990929244400619,1.0931747598307473,1.030156635140118,1.030156635140118,0.75915303600854,0.001,57.73284959793091
18,352602,0.7554315094436918,0.7554315094436918,1.082559039646929,0.9623635930842475,0.9623635930842475,0.75915303600854,0.001,61.09122896194458
19,372191,0.7569406944048869,0.7569406944048869,1.0856383411915271,1.011456741902389,1.011456741902389,0.75915303600854,0.001,64.44158339500427
20,391780,0.7268880605697632,0.7268880605697632,1.0842696114794,0.9539592611162286,0.9539592611162286,0.75915303600854,0.001,67.81218481063843
21,411369,0.7247784100956731,0.7247784100956731,1.08729122366224,1.0150727631622238,1.0150727631622238,0.75915303600854,0.001,71.18591046333313
22,430958,0.7265681210276368,0.7265681210276368,1.0842685014396518,1.1620240129138295,1.1620240129138295,0.75915303600854,0.001,74.58154892921448
23,450547,0.6989882432601668,0.6989882432601668,1.0864577417249803,0.9633348017538849,0.9633348017538849,0.75915303600854,0.001,77.96958947181702
24,470136,0.6693356081649855,0.6693356081649855,1.0867395954472678,0.9587193880426256,0.9587193880426256,0.75915303600854,0.001,81.32126951217651
25,489725,0.6581412313820479,0.6581412313820479,1.0877179696962431,0.9807887708670214,0.9807887708670214,0.75915303600854,0.001,84.72109842300415
26,509314,0.6720140266728092,0.6720140266728092,1.0838992278297226,0.9284871985253534,0.9284871985253534,0.75915303600854,0.001,88.09344339370728
