global_step,epoch,batch,samples_seen,batch_size,train_loss,trajectory_loss,control_loss,regularization,lr,elapsed_sec
1,1,1,128,128,36.941349029541016,36.69493103027344,2.4334607124328613,0.30719202756881714,0.001,0.140791654586792
2,1,2,256,128,27.98195457458496,27.719196319580078,2.616827964782715,0.10765353590250015,0.001,0.2784581184387207
3,1,3,384,128,30.575824737548828,30.185178756713867,3.9051578044891357,0.01291951909661293,0.001,0.4182474613189697
4,1,4,512,128,25.67415428161621,25.17418670654297,4.9975504875183105,0.02120203524827957,0.001,0.5575437545776367
5,1,5,640,128,28.662765502929688,28.149213790893555,5.130748748779297,0.04762197285890579,0.001,0.6953480243682861
6,1,6,768,128,27.429834365844727,26.90671730041504,5.226858615875244,0.04303326457738876,0.001,0.8348734378814697
7,1,7,896,128,22.7874698638916,22.304920196533203,4.823329448699951,0.02166891098022461,0.001,0.9739665985107422
8,1,8,1024,128,22.96818733215332,22.54465103149414,4.234883785247803,0.004732555244117975,0.001,1.1126196384429932
9,1,9,1152,128,23.84395408630371,23.429044723510742,4.1487321853637695,0.0036045387387275696,0.001,1.2574732303619385
10,1,10,1280,128,25.013511657714844,24.600791931152344,4.126039505004883,0.01155399065464735,0.001,1.3960556983947754
11,1,11,1408,128,26.83135986328125,26.432231903076172,3.989827871322632,0.014516584575176239,0.001,1.5391898155212402
12,1,12,1536,128,25.144346237182617,24.740936279296875,4.032573699951172,0.015236329287290573,0.001,1.6811776161193848
13,1,13,1664,128,26.848953247070312,26.45830535888672,3.905416250228882,0.010682337917387486,0.001,1.821425437927246
14,1,14,1792,128,21.048851013183594,20.610502243041992,4.382505416870117,0.009918738156557083,0.001,1.9612081050872803
15,1,15,1920,128,23.68145179748535,23.2434024810791,4.377798557281494,0.02682313323020935,0.001,2.102220296859741
16,1,16,2048,128,20.238338470458984,19.756210327148438,4.816450595855713,0.04821762070059776,0.001,2.240968704223633
17,1,17,2176,128,23.430940628051758,22.937145233154297,4.9300217628479,0.0794161856174469,0.001,2.3770382404327393
18,1,18,2304,128,24.698768615722656,24.188199996948242,5.098811626434326,0.0686705932021141,0.001,2.5145201683044434
19,1,19,2432,128,27.39729881286621,26.892406463623047,5.042516231536865,0.06405838578939438,0.001,2.6509242057800293
20,1,20,2560,128,24.531660079956055,24.03763771057129,4.935996055603027,0.0424208901822567,0.001,2.7868940830230713
21,1,21,2688,128,19.957059860229492,19.512659072875977,4.442032814025879,0.019866041839122772,0.001,2.926558256149292
22,1,22,2816,128,23.472393035888672,23.095869064331055,3.761899948120117,0.03339366987347603,0.001,3.068972110748291
23,1,23,2944,128,19.412981033325195,19.05225372314453,3.6008872985839844,0.06394258141517639,0.001,3.209446907043457
24,1,24,3072,128,22.66082763671875,22.289600372314453,3.706254243850708,0.06023133173584938,0.001,3.3485326766967773
25,1,25,3200,128,21.92118263244629,21.573328018188477,3.468320846557617,0.10231039673089981,0.001,3.4872539043426514
26,1,26,3328,128,24.89611053466797,24.515716552734375,3.7957828044891357,0.08167116343975067,0.001,3.6248857975006104
27,1,27,3456,128,20.13930892944336,19.75193977355957,3.868412733078003,0.05290788412094116,0.001,3.7639830112457275
