global_step,epoch,batch,samples_seen,batch_size,train_loss,state_loss,control_loss,lr,elapsed_sec
1,1,1,128,128,6.387853145599365,6.387853145599365,1.309505820274353,0.001,0.019382238388061523
2,1,2,256,128,6.5597076416015625,6.5597076416015625,0.9556351900100708,0.001,0.03681206703186035
3,1,3,384,128,6.659734725952148,6.659734725952148,1.0769891738891602,0.001,0.054015159606933594
4,1,4,512,128,7.305198669433594,7.305198669433594,1.094632625579834,0.001,0.07172584533691406
5,1,5,640,128,6.902734279632568,6.902734279632568,1.1763670444488525,0.001,0.08889269828796387
6,1,6,768,128,5.898885250091553,5.898885250091553,1.0125372409820557,0.001,0.10800957679748535
7,1,7,896,128,6.300893306732178,6.300893306732178,0.9402055144309998,0.001,0.125715970993042
8,1,8,1024,128,6.031142234802246,6.031142234802246,1.1433173418045044,0.001,0.14341473579406738
9,1,9,1152,128,6.283561706542969,6.283561706542969,0.9060561060905457,0.001,0.1607658863067627
10,1,10,1280,128,5.762147903442383,5.762147903442383,0.8332924842834473,0.001,0.17800211906433105
11,1,11,1408,128,6.166811466217041,6.166811466217041,1.1741573810577393,0.001,0.19524574279785156
12,1,12,1536,128,5.947405815124512,5.947405815124512,1.05989670753479,0.001,0.21288609504699707
13,1,13,1664,128,5.978529930114746,5.978529930114746,0.9471304416656494,0.001,0.23067879676818848
14,1,14,1792,128,5.2176995277404785,5.2176995277404785,0.9148843884468079,0.001,0.2481703758239746
15,1,15,1920,128,5.6780290603637695,5.6780290603637695,1.2740740776062012,0.001,0.2653226852416992
16,1,16,2048,128,5.067183494567871,5.067183494567871,1.2844871282577515,0.001,0.2827591896057129
17,1,17,2176,128,5.522180080413818,5.522180080413818,1.1955326795578003,0.001,0.3000361919403076
18,1,18,2304,128,4.957913875579834,4.957913875579834,1.0618956089019775,0.001,0.317202091217041
19,1,19,2432,128,5.770758152008057,5.770758152008057,1.0756394863128662,0.001,0.33451128005981445
20,1,20,2560,128,3.9063549041748047,3.9063549041748047,0.9608446359634399,0.001,0.3521554470062256
21,1,21,2688,128,5.379672527313232,5.379672527313232,0.9387266039848328,0.001,0.3706083297729492
22,1,22,2816,128,5.136423110961914,5.136423110961914,0.8178489804267883,0.001,0.38770580291748047
23,1,23,2944,128,5.331075191497803,5.331075191497803,1.0709222555160522,0.001,0.4051835536956787
24,1,24,3072,128,5.216133117675781,5.216133117675781,0.8074361085891724,0.001,0.4223666191101074
25,1,25,3200,128,5.162531852722168,5.162531852722168,1.298108458518982,0.001,0.4397621154785156
26,1,26,3328,128,4.720104217529297,4.720104217529297,0.8324881196022034,0.001,0.45708560943603516
27,1,27,3456,128,4.518146991729736,4.518146991729736,1.0598912239074707,0.001,0.4750232696533203
28,1,28,3584,128,4.794407367706299,4.794407367706299,1.1020783185958862,0.001,0.4924910068511963
29,1,29,3712,128,4.3356218338012695,4.3356218338012695,1.388960599899292,0.001,0.5097277164459229
30,1,30,3840,128,4.652041435241699,4.652041435241699,1.2302498817443848,0.001,0.5272910594940186
31,1,31,3968,128,4.147941589355469,4.147941589355469,1.100616693496704,0.001,0.5452895164489746
32,1,32,4096,128,4.051732540130615,4.051732540130615,1.1718369722366333,0.001,0.5626800060272217
33,1,33,4224,128,4.689298152923584,4.689298152923584,0.9288780093193054,0.001,0.5799212455749512
34,1,34,4352,128,3.7302753925323486,3.7302753925323486,1.0660918951034546,0.001,0.5969462394714355
35,1,35,4480,128,4.7537360191345215,4.7537360191345215,1.001681923866272,0.001,0.6147325038909912
36,1,36,4608,128,3.974339485168457,3.974339485168457,1.0569723844528198,0.001,0.6321651935577393
37,1,37,4736,128,4.229067325592041,4.229067325592041,1.117979884147644,0.001,0.6496388912200928
38,1,38,4864,128,3.795074462890625,3.795074462890625,1.1303459405899048,0.001,0.6665923595428467
39,1,39,4992,128,4.28357458114624,4.28357458114624,1.1500431299209595,0.001,0.6839663982391357
40,1,40,5120,128,3.9546725749969482,3.9546725749969482,1.264796257019043,0.001,0.7010877132415771
41,1,41,5248,128,4.064357280731201,4.064357280731201,1.5613707304000854,0.001,0.7182900905609131
42,1,42,5376,128,3.734736919403076,3.734736919403076,0.9518762230873108,0.001,0.7355215549468994
43,1,43,5504,128,3.6509251594543457,3.6509251594543457,0.8335109949111938,0.001,0.7527909278869629
44,1,44,5632,128,4.130239009857178,4.130239009857178,1.2309069633483887,0.001,0.7699060440063477
45,1,45,5760,128,3.8976969718933105,3.8976969718933105,1.0241336822509766,0.001,0.7869610786437988
46,1,46,5888,128,3.620986223220825,3.620986223220825,0.953576385974884,0.001,0.8045098781585693
47,1,47,6016,128,3.868259906768799,3.868259906768799,0.9195517301559448,0.001,0.8216416835784912
48,1,48,6144,128,3.501505136489868,3.501505136489868,1.088998794555664,0.001,0.838515043258667
49,1,49,6272,128,4.08217716217041,4.08217716217041,1.3303394317626953,0.001,0.8554692268371582
50,1,50,6400,128,3.8631463050842285,3.8631463050842285,1.38345205783844,0.001,0.8728408813476562
51,1,51,6528,128,4.450517654418945,4.450517654418945,1.2700423002243042,0.001,0.8900175094604492
52,1,52,6656,128,3.677877187728882,3.677877187728882,1.105823040008545,0.001,0.9073152542114258
53,1,53,6784,128,3.921903610229492,3.921903610229492,1.0874584913253784,0.001,0.9245026111602783
54,1,54,6912,128,3.5853190422058105,3.5853190422058105,1.2766931056976318,0.001,0.9421563148498535
55,1,55,7040,128,3.7326977252960205,3.7326977252960205,1.034538984298706,0.001,0.9594793319702148
56,1,56,7168,128,3.624302625656128,3.624302625656128,1.024253010749817,0.001,0.9765927791595459
57,1,57,7296,128,3.7360081672668457,3.7360081672668457,1.4095172882080078,0.001,0.9937772750854492
58,1,58,7424,128,3.4203240871429443,3.4203240871429443,1.2752941846847534,0.001,1.0112922191619873
