epoch,samples_seen,train_loss,train_state_loss,train_control_loss,val_loss,val_state_loss,val_control_loss,lr,elapsed_sec
1,19589,3.5605755595417765,3.5605755595417765,1.0983209733839159,2.4901212696966373,2.4901212696966373,0.7619920866073746,0.001,3.2456881999969482
2,39178,2.075159689048668,2.075159689048668,1.0864559222351422,1.8972900486306141,1.8972900486306141,0.7594607788089075,0.001,6.6094982624053955
3,58767,1.7863594463893346,1.7863594463893346,1.0875717138315175,1.7203097947333987,1.7203097947333987,0.7591663964680935,0.001,9.938013792037964
4,78356,1.59816504105345,1.59816504105345,1.1011193046322116,1.4851592653676082,1.4851592653676082,0.7591532381545556,0.001,13.305778741836548
5,97945,1.4080145695766846,1.4080145695766846,1.0838345997519307,1.3293556653355296,1.3293556653355296,0.75915303600854,0.001,16.66912603378296
6,117534,1.3033327015189382,1.3033327015189382,1.0864849825958154,1.2110175886436512,1.2110175886436512,0.75915303600854,0.001,20.023698329925537
7,137123,1.2267744440536994,1.2267744440536994,1.0849479506542157,1.3625618497792042,1.3625618497792042,0.75915303600854,0.001,23.38581657409668
8,156712,1.2149518732126656,1.2149518732126656,1.0860775411128998,1.3225985122354407,1.3225985122354407,0.75915303600854,0.001,26.72475576400757
9,176301,1.126654027537866,1.126654027537866,1.0856974078463268,1.0760888161235733,1.0760888161235733,0.75915303600854,0.001,30.075188636779785
10,195890,1.0408463582590028,1.0408463582590028,1.0860650934182203,1.0242330373117798,1.0242330373117798,0.75915303600854,0.001,33.455585956573486
11,215479,1.0027690789142212,1.0027690789142212,1.094019319329943,1.0302507375416003,1.0302507375416003,0.75915303600854,0.001,36.80436038970947
12,235068,0.9681853040472254,0.9681853040472254,1.086062126732492,1.28009290208942,1.28009290208942,0.75915303600854,0.001,40.15320706367493
13,254657,0.9245206852044378,0.9245206852044378,1.0831902210975621,1.0394594030160653,1.0394594030160653,0.75915303600854,0.001,43.48209524154663
14,274246,0.9384020539847288,0.9384020539847288,1.1166769308703286,1.0297959533176924,1.0297959533176924,0.75915303600854,0.001,46.841399908065796
15,293835,0.8844544214087647,0.8844544214087647,1.0913475302906779,1.104636523872614,1.104636523872614,0.75915303600854,0.001,50.17191028594971
16,313424,0.8984216678065139,0.8984216678065139,1.0861921256238765,1.038756236041847,1.038756236041847,0.75915303600854,0.0005,53.54141354560852
17,333013,0.7525895520464166,0.7525895520464166,1.0845397664354992,0.8695556007717785,0.8695556007717785,0.75915303600854,0.0005,56.90764498710632
18,352602,0.7267644596951348,0.7267644596951348,1.082500320943919,0.8618182719342018,0.8618182719342018,0.75915303600854,0.0005,60.288079023361206
19,372191,0.7254618456611386,0.7254618456611386,1.0838609032042614,0.938874333116569,0.938874333116569,0.75915303600854,0.0005,63.74800705909729
20,391780,0.7017027095153734,0.7017027095153734,1.0849714797812622,0.8497491122076386,0.8497491122076386,0.75915303600854,0.0005,67.14514231681824
21,411369,0.6938214572993192,0.6938214572993192,1.0844718066902903,0.9419698568159028,0.9419698568159028,0.75915303600854,0.0005,70.4904294013977
22,430958,0.6944769791194371,0.6944769791194371,1.0834604795877036,0.8786034084072238,0.8786034084072238,0.75915303600854,0.0005,73.88211512565613
23,450547,0.6793106391832426,0.6793106391832426,1.0927007469263943,0.9145990480717859,0.9145990480717859,0.75915303600854,0.0005,77.24664378166199
24,470136,0.6606195025242768,0.6606195025242768,1.0987840527063841,0.795239429528776,0.795239429528776,0.75915303600854,0.0005,80.64925479888916
25,489725,0.6262981440726813,0.6262981440726813,1.0847907255996356,0.9512599996830288,0.9512599996830288,0.75915303600854,0.0005,84.1030821800232
26,509314,0.6227339490667566,0.6227339490667566,1.0868876317104736,0.8651205701263327,0.8651205701263327,0.75915303600854,0.0005,87.55214357376099
27,528903,0.6140273242414772,0.6140273242414772,1.0837400981358118,0.8076083826783457,0.8076083826783457,0.75915303600854,0.0005,90.95980477333069
28,548492,0.5895548662194958,0.5895548662194958,1.0848432492900204,0.814939512626121,0.814939512626121,0.75915303600854,0.0005,94.35879731178284
29,568081,0.6021761971634704,0.6021761971634704,1.083833262904898,0.8364515512397415,0.8364515512397415,0.75915303600854,0.0005,97.75895810127258
30,587670,0.5706356438723478,0.5706356438723478,1.0861853995880524,0.8201617413249455,0.8201617413249455,0.75915303600854,0.00025,101.12424445152283
31,607259,0.5039231167598204,0.5039231167598204,1.0852873693038891,0.8607658624256912,0.8607658624256912,0.75915303600854,0.00025,104.4574670791626
32,626848,0.48749242761692446,0.48749242761692446,1.0929952616041356,0.8615088311857299,0.8615088311857299,0.75915303600854,0.00025,107.78539752960205
33,646437,0.4759854594995449,0.4759854594995449,1.0857992427689689,0.8802413546333188,0.8802413546333188,0.75915303600854,0.00025,111.16005897521973
34,666026,0.4663418645595575,0.4663418645595575,1.0840316453537384,0.8768764375463912,0.8768764375463912,0.75915303600854,0.00025,114.53491473197937
35,685615,0.47564571921701554,0.47564571921701554,1.0858621148319987,0.9171630116669756,0.9171630116669756,0.75915303600854,0.00025,117.90460920333862
36,705204,0.459405362412527,0.459405362412527,1.0849079423910613,0.9039335511624813,0.9039335511624813,0.75915303600854,0.000125,121.31871604919434
37,724793,0.433857501520739,0.433857501520739,1.0830997166695533,0.9295202795612184,0.9295202795612184,0.75915303600854,0.000125,124.67614221572876
38,744382,0.4164437102032946,0.4164437102032946,1.087146879403622,0.9000955461279342,0.9000955461279342,0.75915303600854,0.000125,128.0921914577484
39,763971,0.41409659221187817,0.41409659221187817,1.0917502293339023,0.8936319608045252,0.8936319608045252,0.75915303600854,0.000125,131.48008251190186
